       0     100     0 3.000e+02 0.000e+00 0.000e+00 1.04399400146400089806065e-01 4.912e-01 -3.505e+02 2.877e+02 -2.613e-03     0    50     4     0     0     1      0     0     0     0 0.000e+00 0.000e+00       0     100     0 3.000e+02 0.000e+00 0.000e+00 1.04399398316439379064136e-01 4.936e-01 4.487e+02 -6.580e+01 5.974e-04     0   125     4     0     0     1      0     0     0     0 0.000e+00 0.000e+00
       0     105     0 3.000e+02 0.000e+00 0.000e+00 1.09082851629600158238631e-01 4.008e-01 -1.063e+02 -4.214e+02 -2.150e-03     0    91     4     0     0     0      0     0     0     0 0.000e+00 0.000e+00       0     105     0 3.000e+02 0.000e+00 0.000e+00 1.09082850274091799902543e-01 5.293e-01 4.242e+02 1.288e+02 6.574e-04     0     6     4     0     0     1      0     0     0     0 0.000e+00 0.000e+00
       0     142     0 3.000e+02 0.000e+00 0.000e+00 1.44672588184403094757613e-01 5.510e-01 -2.662e+02 -3.597e+02 -2.464e-03     0    83     4     0     0     1      0     0     0     0 0.000e+00 0.000e+00       0     142     0 3.000e+02 0.000e+00 0.000e+00 1.44672586488165139106954e-01 4.616e-01 4.370e+02 8.705e+01 5.963e-04     0     4     4     0     0     1      0     0     0     0 0.000e+00 0.000e+00
       0     182     0 3.000e+02 0.000e+00 0.000e+00 1.87470090696727570422908e-01 4.319e-01 3.563e+02 2.382e+02 -8.990e-04     0    12     4     0     0     0      0     0     0     0 0.000e+00 0.000e+00       0     182     0 3.000e+02 0.000e+00 0.000e+00 1.87470091218507051156195e-01 4.465e-01 2.077e+02 -3.904e+02 1.474e-03     0   106     4     0     0     1      0     0     0     0 0.000e+00 0.000e+00
       0     207     0 3.000e+02 0.000e+00 0.000e+00 2.22002154156757725012028e-01 5.091e-01 3.024e+02 -3.349e+02 -1.230e-03     0   111     4     0     0     1      0     0     0     0 0.000e+00 0.000e+00       0     207     0 3.000e+02 0.000e+00 0.000e+00 2.22002154135238938259533e-01 5.800e-01 2.976e+02 3.284e+02 1.206e-03     0    17     4     0     0     1      0     0     0     0 0.000e+00 0.000e+00
       0     248     0 3.000e+02 0.000e+00 0.000e+00 2.56169963998782002079224e-01 4.087e-01 2.096e+01 -4.371e+02 -1.120e-01     0    97     4     0     0     0      0     1     0     0 0.000e+00 0.000e+00       0     248     0 3.000e+02 0.000e+00 0.000e+00 2.56169962943912254971224e-01 5.421e-01 4.086e+02 1.702e+02 5.384e-02     0     8     4     0     0     1      0     1     0     0 0.000e+00 0.000e+00
       0     257     0 3.000e+02 0.000e+00 0.000e+00 2.61829009567043191619717e-01 4.859e-01 3.929e+02 1.867e+02 -7.660e-04     0     9     4     0     0     0      0     0     0     0 0.000e+00 0.000e+00       0     257     0 3.000e+02 0.000e+00 0.000e+00 2.61829010472136136655763e-01 4.922e-01 8.616e+01 -4.296e+02 1.763e-03     0   100     4     0     0     0      0     0     0     0 0.000e+00 0.000e+00
       0     329     0 3.000e+02 0.000e+00 0.000e+00 3.27969104927139487593024e-01 4.621e-01 -3.792e+02 2.277e+02 -1.040e-02     0    53     4     0     0     1      0     1     0     0 0.000e+00 0.000e+00       0     329     0 3.000e+02 0.000e+00 0.000e+00 3.27969102974278114981388e-01 4.573e-01 4.243e+02 -4.167e+01 4.816e-04     0   126     4     0     0     0      0     0     0     0 0.000e+00 0.000e+00
       0     378     0 3.000e+02 0.000e+00 0.000e+00 3.83032952968785200820179e-01 3.914e-01 4.376e+02 -1.102e+02 -8.582e-04     0   123     4     0     0     1      0     1     0     0 0.000e+00 0.000e+00       0     378     0 3.000e+02 0.000e+00 0.000e+00 3.83032954444333773036391e-01 4.899e-01 -1.836e+02 3.867e+02 2.913e-02     0    41     4     0     0     0      0     1     0     0 0.000e+00 0.000e+00
       0     508     0 3.000e+02 0.000e+00 0.000e+00 4.99693298814368136451236e-01 5.114e-01 4.266e+02 -8.470e+01 -5.595e-04     0   124     4     0     0     0      0     0     0     0 0.000e+00 0.000e+00       0     508     0 3.000e+02 0.000e+00 0.000e+00 4.99693300483966873493102e-01 4.940e-01 -2.426e+02 3.630e+02 2.398e-03     0    44     4     0     0     0      0     0     0     0 0.000e+00 0.000e+00
       0     632     0 3.000e+02 0.000e+00 0.000e+00 6.23642496722935479880334e-01 5.043e-01 4.394e+02 -8.721e+01 -6.041e-04     0   124     4     0     0     1      0     0     0     0 0.000e+00 0.000e+00       0     632     0 3.000e+02 0.000e+00 0.000e+00 6.23642498367993569630130e-01 4.363e-01 -2.575e+02 3.488e+02 2.416e-03     0    45     4     0     0     0      0     0     0     0 0.000e+00 0.000e+00
       0     640     0 3.000e+02 0.000e+00 0.000e+00 6.29977493862516002565144e-01 5.504e-01 2.379e+02 -3.569e+02 -1.331e-03     0   108     4     0     0     0      0     0     0     0 0.000e+00 0.000e+00       0     640     0 3.000e+02 0.000e+00 0.000e+00 6.29977493622339346224237e-01 4.846e-01 3.498e+02 2.859e+02 1.066e-03     0    14     4     0     0     1      0     0     0     0 0.000e+00 0.000e+00
       0     734     0 3.000e+02 0.000e+00 0.000e+00 7.22760354277584338156259e-01 4.535e-01 3.207e+02 2.900e+02 -1.068e-03     0    15     4     0     0     0      0     0     0     0 0.000e+00 0.000e+00       0     734     0 3.000e+02 0.000e+00 0.000e+00 7.22760354429669682474469e-01 5.423e-01 2.758e+02 -3.355e+02 -1.013e-01     0   110     4     0     0     0      0     1     0     0 0.000e+00 0.000e+00
       0     812     0 3.000e+02 0.000e+00 0.000e+00 7.91440901033584220947148e-01 4.453e-01 4.261e+02 -1.529e+02 -7.280e-04     0   121     4     0     0     1      0     0     0     0 0.000e+00 0.000e+00       0     812     0 3.000e+02 0.000e+00 0.000e+00 7.91440902283999214716914e-01 5.743e-01 -6.458e+01 4.421e+02 2.105e-03     0    35     4     0     0     1      0     0     0     0 0.000e+00 0.000e+00
       0     947     0 3.000e+02 0.000e+00 0.000e+00 9.13579625833925157429860e-01 5.155e-01 3.639e+02 2.427e+02 -1.111e-01     0    12     4     0     0     0      0     1     0     0 0.000e+00 0.000e+00       0     947     0 3.000e+02 0.000e+00 0.000e+00 9.13579626299030334024565e-01 5.441e-01 2.009e+02 -3.779e+02 1.435e-03     0   106     4     0     0     0      0     1     0     0 0.000e+00 0.000e+00
       0     953     0 3.000e+02 0.000e+00 0.000e+00 9.18427450311573578822788e-01 4.491e-01 -4.239e+01 4.310e+02 -2.022e-03     0    34     4     0     0     0      0     0     0     0 0.000e+00 0.000e+00       0     953     0 3.000e+02 0.000e+00 0.000e+00 9.18427449113195182306413e-01 5.633e-01 4.189e+02 -1.497e+02 7.022e-04     0   121     4     0     0     1      0     0     0     0 0.000e+00 0.000e+00
